index,company_name,job_title,job_location,linkedin_job_url,external_apply_url,external_input_coverage,external_candidate,external_board_verified,external_relationship_verified,external_exact,external_reason,search_input_coverage,search_candidate,search_board_verified,search_relationship_verified,search_exact,search_reason,website_input_coverage,website_candidate,website_board_verified,website_relationship_verified,website_exact,website_reason,union_exact,exact_route_bitmask,pipeline_status,career_page_url,job_list_page_url,open_position_url,failure_stage,failure_reason
69,Crayola,Sr. Financial Analyst,"Easton, PA",https://www.linkedin.com/jobs/view/sr-financial-analyst-at-crayola-4439457708,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,failed,https://www.crayola.com/company/colorful-careers,https://recruiting2.ultipro.com/HAL1009HLLI/JobBoard/2e074503-bbdc-4597-b2d2-775bb304b40d/,,result_validation,RESULT_IDENTITY_MISMATCH
70,Actabl,Financial Analyst,United States,https://www.linkedin.com/jobs/view/financial-analyst-at-actabl-4433251930,,False,False,False,False,False,legacy_route_not_evaluated,False,False,False,False,False,legacy_route_not_evaluated,True,False,False,False,False,candidate_not_produced,False,000,failed,https://actabl.com/careers/,,,job_board_discovery,COMPANY_TIME_BUDGET_EXHAUSTED
71,Google,"Financial Analyst, Corporate Financial Planning and Analysis","Sunnyvale, CA",https://www.linkedin.com/jobs/view/financial-analyst-corporate-financial-planning-and-analysis-at-google-4439452453,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.google.com/about/careers/applications/,https://www.google.com/about/careers/applications/jobs/results/,https://www.google.com/about/careers/applications/jobs/results/117798850839618246-financial-analyst-corporate-financial-planning-and-analysis,,
72,L'OCCITANE Group (B Corp),Senior Financial Analyst (CONTRACT),"New York, NY",https://www.linkedin.com/jobs/view/senior-financial-analyst-contract-at-l-occitane-group-b-corp-4343041480,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://careers.loccitane.com/,,,job_board_discovery,JOB_BOARD_NOT_FOUND
73,adidas,Financial Analyst,"Portland, OR",https://www.linkedin.com/jobs/view/financial-analyst-at-adidas-4433034488,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.adidas-group.com/en/magazine/careers/hybrid-hotel-launching-the-adizero-dropset-pro-on-the-global-stage,,,job_board_discovery,JOB_BOARD_NOT_FOUND
74,"Garan, Incorporated",Junior Financial Operations Analyst,"New York, NY",https://www.linkedin.com/jobs/view/junior-financial-operations-analyst-at-garan-incorporated-4440596578,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
75,Taskrabbit,"Senior Financial Analyst, FP&A",San Francisco Bay Area,https://www.linkedin.com/jobs/view/senior-financial-analyst-fp-a-at-taskrabbit-4393053609,,False,False,False,False,False,input_not_covered,True,True,True,True,True,exact_attributable,True,True,True,True,True,exact_attributable,True,110,success,https://www.taskrabbit.com/careers,https://job-boards.greenhouse.io/taskrabbit,https://job-boards.greenhouse.io/taskrabbit/jobs/7283368,,
76,Instagram,Product Manager,"Menlo Park, CA",https://www.linkedin.com/jobs/view/product-manager-at-instagram-4198546605,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
77,Netflix,"Product Manager, Emerging Formats","Los Angeles, CA",https://www.linkedin.com/jobs/view/product-manager-emerging-formats-at-netflix-4388873840,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://jobs.netflix.com,https://explore.jobs.netflix.net/careers,https://explore.jobs.netflix.net/careers/job/790315029519,,
78,Meta,Product Manager,"New York, NY",https://www.linkedin.com/jobs/view/product-manager-at-meta-4432210853,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
79,Meta,Product Manager,"Menlo Park, CA",https://www.linkedin.com/jobs/view/product-manager-at-meta-4198807083,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
80,Meta,Product Manager,"Burlingame, CA",https://www.linkedin.com/jobs/view/product-manager-at-meta-4199409425,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
81,Meta,Product Manager,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/product-manager-at-meta-4254370688,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
82,Instagram,Product Manager,"Bellevue, WA",https://www.linkedin.com/jobs/view/product-manager-at-instagram-4197550638,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
83,Netflix,"Product Manager, Personalization","Los Gatos, CA",https://www.linkedin.com/jobs/view/product-manager-personalization-at-netflix-4437628351,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://jobs.netflix.com,https://explore.jobs.netflix.net/careers,https://explore.jobs.netflix.net/careers/job/790317110119,,
84,Meta,Product Manager,"Menlo Park, CA",https://www.linkedin.com/jobs/view/product-manager-at-meta-4432205983,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
85,Meta,Product Manager,"New York, NY",https://www.linkedin.com/jobs/view/product-manager-at-meta-4314986128,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
86,Meta,Product Manager,United States,https://www.linkedin.com/jobs/view/product-manager-at-meta-4254366801,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
87,Great Value Hiring,Product Manager,United States,https://www.linkedin.com/jobs/view/product-manager-at-great-value-hiring-4439862724,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,failed,,,,career_discovery,CAREER_PAGE_NOT_FOUND
88,Meta,Product Manager,"Redmond, WA",https://www.linkedin.com/jobs/view/product-manager-at-meta-4254371627,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
89,Meta,Product Manager (Leadership),"New York, NY",https://www.linkedin.com/jobs/view/product-manager-leadership-at-meta-4418315263,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
90,Meta,Product Manager,"Bellevue, WA",https://www.linkedin.com/jobs/view/product-manager-at-meta-4297751666,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.metacareers.com/jobs/,https://www.metacareers.com/jobsearch/,,opening_match,PROVIDER_FETCH_FAILED
91,ParetoHealth,Data Analyst,Greater Philadelphia,https://www.linkedin.com/jobs/view/data-analyst-at-paretohealth-4436811950,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.paretohealth.com/careers,https://job-boards.greenhouse.io/paretocaptiveservicesllc,https://job-boards.greenhouse.io/paretocaptiveservicesllc/jobs/4692474006,,
92,Haystack,Junior Data Analyst,Greater Tampa Bay Area,https://www.linkedin.com/jobs/view/junior-data-analyst-at-haystack-4439464097,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://haystackapp.io/jobs,https://haystackapp.io/jobs?q=Junior+Data+Analyst,https://haystackapp.io/jobs/5ba02f8f-f8a3-4e10-83a3-08ef7d50fa15,,
93,Haystack,Junior Data Analyst,Greater Tampa Bay Area,https://www.linkedin.com/jobs/view/junior-data-analyst-at-haystack-4439460198,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://haystackapp.io/jobs,https://haystackapp.io/jobs?q=Junior+Data+Analyst,https://haystackapp.io/jobs/5ba02f8f-f8a3-4e10-83a3-08ef7d50fa15,,
94,"TBK Bank, SSB",Data Analyst,"Dallas, TX",https://www.linkedin.com/jobs/view/data-analyst-at-tbk-bank-ssb-4440067936,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,True,exact_attributable,True,100,success,https://www.tbkbank.com/our-bank/careers/,https://tbkbank.wd1.myworkdayjobs.com/tbk,https://tbkbank.wd1.myworkdayjobs.com/tbk/job/Dallas-TX/Data-Analyst_REQ-4974-1,,
95,Acorns,Data Analyst II,United States,https://www.linkedin.com/jobs/view/data-analyst-ii-at-acorns-4439376125,,False,False,False,False,False,input_not_covered,True,True,True,True,True,exact_attributable,True,False,False,False,False,candidate_not_produced,True,010,success,https://www.acorns.com/careers/,https://jobs.ashbyhq.com/acorns,https://jobs.ashbyhq.com/acorns/89e8c629-36d6-48a3-9b64-0a48d290f36c,,
96,Steve Madden,Junior Business Intelligence Analyst- Digital,"New York, NY",https://www.linkedin.com/jobs/view/junior-business-intelligence-analyst-digital-at-steve-madden-4432716413,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.stevemadden.com/pages/steve-madden-careers,,,job_board_discovery,JOB_BOARD_NOT_FOUND
97,Solomon Page,Data Analyst,"Austin, TX",https://www.linkedin.com/jobs/view/data-analyst-at-solomon-page-4438018820,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://opportunities.solomonpage.com,,,job_board_discovery,JOB_BOARD_NOT_FOUND
98,Lyft,"Data Analyst, Operations Planning","New York, NY",https://www.linkedin.com/jobs/view/data-analyst-operations-planning-at-lyft-4420633964,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,False,False,False,False,False,input_not_covered,False,000,failed,,,,website_resolution,WEBSITE_NOT_RESOLVED
99,LTIMindtree,Data Analyst/BA,"Jersey City, NJ",https://www.linkedin.com/jobs/view/data-analyst-ba-at-ltimindtree-4439886741,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,False,False,False,False,candidate_not_produced,False,000,partial,https://www.ltm.com/careers,,,job_board_discovery,JOB_BOARD_NOT_FOUND
100,Randstad USA,Data Analyst,"Malvern, PA",https://www.linkedin.com/jobs/view/data-analyst-at-randstad-usa-4437690386,,False,False,False,False,False,input_not_covered,True,False,False,False,False,candidate_not_produced,True,True,True,True,False,final_exact_not_available,False,000,partial,https://www.randstadusa.com/jobs/,https://www.randstadusa.com/jobs/,,opening_match,OPENING_DISCOVERY_INCOMPLETE
